player_name,num_of_matches,win_rate,aces_per_svpt,df_rate,first_serve_in_pct,first_serve_won_pct,second_serve_in_pct,second_serve_won_pct,bp_faced_per_match,bp_saved_pct
Maxime Cressy,66,0.4393939393939394,0.18429881599641265,0.10540988628533682,0.6026178464795009,0.7908051508893694,0.3973821535204991,0.540233265508242,4.787878787878788,0.6146541527689069
Maximilian Marterer,51,0.35294117647058826,0.09724125523632071,0.024259171770786223,0.627181322199321,0.706799192755126,0.372818677800679,0.5341632120028974,6.06,0.5848493626554851
Michael Mmoh,51,0.49019607843137253,0.07197193577198296,0.049258196590976536,0.654886849338038,0.6946032542555871,0.34511315066196196,0.4701237205217311,8.137254901960784,0.5727601614712341
Mikael Ymer,100,0.52,0.03289838063797013,0.036342045782679064,0.680977434851361,0.646036160033105,0.319022565148639,0.49872683938677914,7.684782608695652,0.5544908188958991
Mikhail Kukushkin,102,0.4215686274509804,0.03485722679748202,0.017022901297873008,0.6382509933945772,0.6564917414828372,0.3617490066054228,0.5321404588557636,7.459183673469388,0.5500436113594008
Milos Raonic,114,0.6140350877192983,0.23357223704132854,0.0523839339503401,0.6181912735054702,0.8346431469860657,0.38180872649452985,0.5669364244091865,3.514018691588785,0.6561814154837411
Miomir Kecmanovic,185,0.4918918918918919,0.055783748835643604,0.026145126430173648,0.6047027161501549,0.7110849306853352,0.3952972838498451,0.5463596797403606,6.646067415730337,0.5818201357492098
Nick Kyrgios,110,0.6545454545454545,0.20985068697977527,0.04056360310680144,0.6697236870680275,0.7923739952103597,0.3302763129319724,0.5331398745943603,4.230769230769231,0.6773525787570731
Nicolas Jarry,85,0.4117647058823529,0.12587393678879677,0.03025932211454651,0.6358012615172524,0.7595227216599795,0.3641987384827476,0.5016920646869603,6.154761904761905,0.6270264991418838
Nikoloz Basilashvili,141,0.46099290780141844,0.06316272182907638,0.058520103960689906,0.568731215515941,0.6892783901279871,0.43126878448405903,0.48278613982553104,7.713235294117647,0.5488210639423816
Novak Djokovic,236,0.8559322033898306,0.09641937731063742,0.03412486083824079,0.6440834585027199,0.7860691004767313,0.35591654149728014,0.5825823728914797,3.92,0.6008031271329144
Nuno Borges,52,0.4423076923076923,0.06556734833763382,0.03584009112758833,0.6247231677775833,0.6940419707415733,0.3752768322224166,0.49133187784792354,7.0,0.5418081351754821
Oscar Otte,47,0.3191489361702128,0.11519237940015227,0.04903894921676821,0.5613822127725077,0.7538963026982993,0.43861778722749234,0.4947756883588505,6.476190476190476,0.5614992299367298
Pablo Andujar,47,0.3191489361702128,0.021434286064181397,0.04474620721822604,0.640099733920591,0.6529408589597121,0.3599002660794089,0.4645948915237326,8.434782608695652,0.5725726506608859
Pablo Carreno Busta,174,0.6206896551724138,0.06103715414324582,0.023688585034597316,0.6666879156277911,0.7135802462905387,0.3333120843722089,0.5507723855410905,6.401197604790419,0.6340431695649912
Pavel Kotov,44,0.38636363636363635,0.04589040153587269,0.03476905445588043,0.6515581473600615,0.6900205534243734,0.34844185263993854,0.4637529691322839,7.9772727272727275,0.6193393764583605
Pedro Martinez,61,0.3770491803278688,0.03706323739958859,0.04448750541307849,0.6513049171071476,0.6486847141609363,0.3486950828928524,0.4767457520714814,7.852459016393443,0.5411885794479815
Peter Gojowczyk,90,0.43333333333333335,0.08644461221517159,0.055915944186119955,0.5321013789894425,0.7327711877505433,0.46789862101055746,0.4821096835793799,7.056179775280899,0.5669006874718229
Philipp Kohlschreiber,61,0.45901639344262296,0.06420599465221051,0.022335286103268973,0.6158846882007083,0.7164107476314632,0.38411531179929165,0.5504824131609676,6.593220338983051,0.6454175275956292
Pierre Hugues Herbert,100,0.49,0.09944901640106542,0.04377110374477382,0.5956776227639207,0.7452495539777343,0.4043223772360793,0.5167526438566373,6.52,0.6008842134047726
Quentin Halys,51,0.3137254901960784,0.16244887279244166,0.05149414394144427,0.6023140456010306,0.7861648179076546,0.39768595439896937,0.45934518179132733,6.882352941176471,0.6369834481966835
Radu Albot,123,0.44715447154471544,0.04078686738431607,0.03798744007380879,0.6339635813715092,0.670670310629533,0.36603641862849073,0.5003306491024502,7.450819672131147,0.5682354742036819
Rafael Nadal,125,0.792,0.07292481969065925,0.03131746194775406,0.64277831358858,0.7651489133515915,0.35722168641142005,0.5682812629065056,5.008403361344538,0.6416269388931628
Reilly Opelka,125,0.56,0.23890651751430908,0.032962498180941956,0.6489463203842646,0.8112985249465485,0.3510536796157354,0.5581075128768027,3.8225806451612905,0.6817118009567105
Ricardas Berankis,85,0.4823529411764706,0.046401455428615915,0.03959065650857573,0.5881871913929447,0.7067468260130413,0.41181280860705527,0.5015842242455552,7.144578313253012,0.598290748742556
Richard Gasquet,140,0.4857142857142857,0.07403439100526613,0.03449520057272435,0.6095204989668681,0.724212951097124,0.39047950103313184,0.5151119200537296,6.2592592592592595,0.5726004236255154
